2024-02-07 14:37:17 [INFO]: Evaluation results - Accuracy: 1.0, Precision: 1.0, Recall: 1.0
2024-02-08 20:22:54 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 1.0, 'precision': 0.9696969696969697, 'recall': 1.0}
2024-02-08 20:22:57 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:22:58 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:23:00 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:23:02 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9696969696969697, 'precision': 1.0, 'recall': 0.9696969696969697}
2024-02-08 20:23:04 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9666666666666666, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:23:04 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9393939393939394, 'precision': 0.9393939393939394, 'recall': 0.9393939393939394}
2024-02-08 20:23:04 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9714285714285715, 'precision': 0.9714285714285715, 'recall': 0.9714285714285715}
2024-02-08 20:23:05 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9696969696969697, 'precision': 0.9696969696969697, 'recall': 0.9696969696969697}
2024-02-08 20:23:05 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9714285714285715, 'precision': 0.9714285714285715, 'recall': 0.9714285714285715}
2024-02-08 20:23:05 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9393939393939394, 'precision': 0.9393939393939394, 'recall': 0.9393939393939394}
2024-02-08 20:23:05 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9380952380952381, 'precision': 0.9380952380952381, 'recall': 0.9380952380952381}
2024-02-08 20:23:05 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9696969696969697, 'precision': 0.9696969696969697, 'recall': 0.9696969696969697}
2024-02-08 20:23:05 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9714285714285715, 'precision': 0.9714285714285715, 'recall': 0.9714285714285715}
2024-02-08 20:44:20 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:44:23 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:44:25 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 1.0, 'precision': 0.9696969696969697, 'recall': 0.9696969696969697}
2024-02-08 20:44:28 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:44:29 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9696969696969697, 'precision': 0.9696969696969697, 'recall': 1.0}
2024-02-08 20:44:31 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9666666666666666, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:44:33 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 1.0, 'precision': 1.0, 'recall': 1.0}
2024-02-08 20:44:35 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 1.0, 'precision': 0.9666666666666666, 'recall': 1.0}
2024-02-08 20:44:36 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9393939393939394, 'precision': 0.9393939393939394, 'recall': 0.9393939393939394}
2024-02-08 20:44:36 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9714285714285715, 'precision': 0.9714285714285715, 'recall': 0.9714285714285715}
2024-02-08 20:44:36 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9696969696969697, 'precision': 0.9696969696969697, 'recall': 0.9696969696969697}
2024-02-08 20:44:36 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9714285714285715, 'precision': 0.9714285714285715, 'recall': 0.9714285714285715}
2024-02-08 20:44:37 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9393939393939394, 'precision': 0.9393939393939394, 'recall': 0.9393939393939394}
2024-02-08 20:44:37 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9380952380952381, 'precision': 0.9380952380952381, 'recall': 0.9380952380952381}
2024-02-08 20:44:37 [INFO]: Cross-validation results - CV: 3, Scores: {'accuracy': 0.9696969696969697, 'precision': 0.9696969696969697, 'recall': 0.9696969696969697}
2024-02-08 20:44:37 [INFO]: Cross-validation results - CV: 5, Scores: {'accuracy': 0.9714285714285715, 'precision': 0.9714285714285715, 'recall': 0.9714285714285715}
